Ipc-image Image,Ipc-image Image.1,Ipc-lockup-overlay URL,Title,Title.1,Ipc-inline-list__item,Ipc-inline-list__item.1,Rating,Rating.1,Ipc-html-content-inner-div,Ipc-inline-list__item.2,Sc-9fe7b0ef-0,genre,image_path,download_error,valid_image
"https://m.media-amazon.com/images/M/MV5BNmE0OWJlM2MtNzhmMi00YmQyLTlmY2EtZmUzNzBiNGRlN2JkXkEyXkFqcGc@._V1_QL75_UX180_CR0,0,180,266_.jpg","Scarlett Johansson, Adam Driver, and Azhy Robertson in Marriage Story (2019)",https://www.imdb.com/title/tt7653254/?ref_=sr_i_532,https://www.imdb.com/title/tt7653254/?ref_=sr_t_532,532. Marriage Story,2019,2h 17m,7.9,( 371K ),A stage director and his actor wife struggle through a grueling divorce that pushes them to their personal and creative extremes. Noah Baumbach's incisive and compassionate look at a marriage breaking up and a family staying together.,R,94.0,Romance,images\531.jpg,,True
"https://m.media-amazon.com/images/M/MV5BNWIyNmU5MGYtZDZmNi00ZjAwLWJlYjgtZTc0ZGIxMDE4ZGYwXkEyXkFqcGc@._V1_QL75_UY266_CR0,0,180,266_.jpg","Javier Bardem, Josh Brolin, Rebecca Ferguson, Jason Momoa, Sharon Duncan-Brewster, Oscar Isaac, Timothée Chalamet, and Zendaya in Dune: Part One (2021)",https://www.imdb.com/title/tt1160419/?ref_=sr_i_363,https://www.imdb.com/title/tt1160419/?ref_=sr_t_363,363. Dune: Part One,2021,2h 35m,8.0,( 1M ),"Paul Atreides arrives on Arrakis after his father accepts the stewardship of the dangerous planet. However, chaos ensues after a betrayal as forces clash to control melange, a precious resource.",PG-13,74.0,Action_Adventure,images\362.jpg,,True
"https://m.media-amazon.com/images/M/MV5BMTQ2MTIzMzg5Nl5BMl5BanBnXkFtZTgwOTc5NDI1MDE@._V1_QL75_UX180_CR0,2,180,266_.jpg","Christopher Guest, Michael McKean, R.J. Parnell, Harry Shearer, Spinal Tap, and David Kaff in This Is Spinal Tap (1984)",https://www.imdb.com/title/tt0088258/?ref_=sr_i_545,https://www.imdb.com/title/tt0088258/?ref_=sr_t_545,545. This Is Spinal Tap,1984,1h 22m,7.9,( 161K ),"Spinal Tap, one of England's loudest bands, is chronicled by film director Marty DiBergi on what proves to be a fateful tour.",R,92.0,Drama_Crime,images\544.jpg,,True
"https://m.media-amazon.com/images/M/MV5BZDlmYTkzOWUtODQ0MS00MmM4LWE3ZjMtYTEwNGUwMmJkYzIxXkEyXkFqcGc@._V1_QL75_UY266_CR1,0,180,266_.jpg",The Seventh Seal (1957),https://www.imdb.com/title/tt0050976/?ref_=sr_i_285,https://www.imdb.com/title/tt0050976/?ref_=sr_t_285,285. The Seventh Seal,1957,1h 36m,8.1,( 216K ),"A knight returning to Sweden after the Crusades seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.",Not Rated,88.0,Horror_Thriller,images\284.jpg,,True
"https://m.media-amazon.com/images/M/MV5BNzEyZTUxMWItMGVhYy00Y2NlLTljYTMtYzBmMzI1YmUyMDBkXkEyXkFqcGc@._V1_QL75_UX180_CR0,6,180,266_.jpg",Vertigo (1958),https://www.imdb.com/title/tt0052357/?ref_=sr_i_185,https://www.imdb.com/title/tt0052357/?ref_=sr_t_185,185. Vertigo,1958,2h 8m,8.2,( 459K ),"A former San Francisco police detective juggles wrestling with his personal demons and becoming obsessed with the hauntingly beautiful woman he has been hired to trail, who may be deeply disturbed.",PG,100.0,Horror_Thriller,images\184.jpg,,True
"https://m.media-amazon.com/images/M/MV5BNjAzMWNkODUtM2FlMi00NzgyLWJhMGUtMWEyNDYyZGFiN2RlXkEyXkFqcGc@._V1_QL75_UX180_CR0,0,180,266_.jpg",Daniel Craig in Skyfall (2012),https://www.imdb.com/title/tt1074638/?ref_=sr_i_650,https://www.imdb.com/title/tt1074638/?ref_=sr_t_650,650. Skyfall,2012,2h 23m,7.8,( 771K ),"James Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.",PG-13,81.0,Drama_Crime,images\649.jpg,,True
"https://m.media-amazon.com/images/M/MV5BMDIzMDRiYjgtM2U1Yy00MjlhLTliODMtM2E5NDI5Njc3YmZkXkEyXkFqcGc@._V1_QL75_UY266_CR3,0,180,266_.jpg","Nikolay Grinko, Aleksandr Kaydanovskiy, and Anatoliy Solonitsyn in Stalker (1979)",https://www.imdb.com/title/tt0079944/?ref_=sr_i_397,https://www.imdb.com/title/tt0079944/?ref_=sr_t_397,397. Stalker,1979,2h 42m,8.0,( 157K ),A guide leads two men through an area known as the Zone to find a room that grants wishes.,Not Rated,85.0,Drama_Crime,images\396.jpg,,True
"https://m.media-amazon.com/images/M/MV5BN2FjNWExYzEtY2YzOC00YjNlLTllMTQtNmIwM2Q1YzBhOWM1XkEyXkFqcGc@._V1_QL75_UX180_CR0,0,180,266_.jpg",Leonardo DiCaprio in Shutter Island (2010),https://www.imdb.com/title/tt1130884/?ref_=sr_i_154,https://www.imdb.com/title/tt1130884/?ref_=sr_t_154,154. Shutter Island,2010,2h 18m,8.2,( 1.6M ),Two US marshals are sent to a mental institution on an inhospitable island in order to investigate the disappearance of a patient.,R,63.0,Drama_Crime,images\153.jpg,,True
"https://m.media-amazon.com/images/M/MV5BMTc5MDE2ODcwNV5BMl5BanBnXkFtZTgwMzI2NzQ2NzM@._V1_QL75_UX180_CR0,0,180,266_.jpg","Michael Douglas, Samuel L. Jackson, Michelle Pfeiffer, Natalie Portman, Angela Bassett, Don Cheadle, Robert Downey Jr., William Hurt, Gwyneth Paltrow, Robert Redford, Rene Russo, Marisa Tomei, Josh Brolin, Linda Cardellini, Vin Diesel, Alan Silvestri, Matthew Berry, Russell Bobbitt, Taika Waititi, Kerry Condon, Bradley Cooper, James D'Arcy, Chris Evans, Jon Favreau, Kevin Feige, Jeffrey Ford, Keith Giffen, Patrick Gorman, Frank Grillo, Sean Gunn, Maximiliano Hernández, Ken Jeong, Scarlett Johansson, Ameenah Kaplan, Jack Kirby, Brie Larson, Stan Lee, James Lin, Mike Lutz, Lee Moore, Callan Mulvey, Elizabeth Olsen, Taylor Patterson, Jimmy Ray Pickens, John Posey, Chris Pratt, Jeremy Renner, Paul Rudd, Mark Ruffalo, Anthony Russo, Joe Russo, Zoe Saldaña, Hiroyuki Sanada, Matthew Schmidt, Joe Simon, John Slattery, Tilda Swinton, Tom Wisdom, Benedict Wong, Jennifer 'Ms Fer' Russell, Camille Kinloch, Penelope Kathryn Golden, Eric Patrick Cameron, Trent Opaloch, Terry Notary, Ava Russo, Julian Russo, Jamie Wedel, Bazlo LeClair, Loen LeClair, Augie Rosalina, Erica Ribley, Carlos A. Aparicio, Tom Hiddleston, Sam Hargrave, Anthony Mackie, Robert Pralgo, Cobie Smulders, Caleb Spencer Barr, Chris Hemsworth, Dave Bautista, Benedict Cumberbatch, Monique Ganderton, Larry Lieber, Yvette Nicole Brown, Christopher Markus, Stephen McFeely, Ty Simpkins, Audrae Peterson, Don Heck, Evangeline Lilly, Keith Wallace, Chadwick Boseman, Aaron Lazar, Kyle Banks, Sebastian Stan, Joy McAvoy, Danai Gurira, Steve Englehart, Tessa Thompson, Donald Mustard, Hayley Atwell, Karen Gillan, Tom Vaughan-Lawlor, Steven Essani, Ross Marquand, Bill Mantlo, Pom Klementieff, Steve Gan, Brian Schaeffer, Michael Pierino Miller, Keith Nussbaum, Emma Fuhrmann, Anthony B. Harris, Letitia Wright, Maxwell L. Highsmith, Tom Holland, Jim Starlin, Anthony G Breed, Brent McGee, Ami Fujimoto, Michael James Shaw, Dustin Pitan, Carrie Coon, Eric Word, Andrew S. McMillan, Benjamin Weaver, Mari Kasuya, Khalid Ghajji, Floyd Anthony Johns Jr., Ayren Sainté, Jack Champion, John Michael Morris, Hye Jin Jang, Marie Mouroum, Winston Duke, Michael A. Cook, Jackson A. Dunn, Jennifer Elmore, Ben Sakamoto, Jay D. Kacho, Faith Logan, Brent Moorer Gaskins, Vincent Angel, Paul Pillsbury, Timothy Carr, Daniela Gaskie, Cameron Brumbelow, Kris Taylor, James Robert Taylor, Lia Russo, Jacob Batalon, Andy Field, Renah Gallagher, Tevin Beech, Bobby Hoskins, Jacob Evans, Jason M. Edwards, Olaniyan Thurmon, Kevin Kobinsky, Miles Webb, Maria Z. Wilson, Alexa Medina, Rob Romero, Cade Woodward, Monica Mathis, Shaun McMillan, Roe Dunkley, Jamaal Burcher, Kiersten Dolbec, Raul Alcantar, Greg Tiffan, Eric Wallace, Kari Yovetich, Ryan L. Price, Daniel L. Murphy, Daniel Callister, Nolan Ekberg, Kevin So, Lexi Rabe, and Robert Tinsley in Avengers: Endgame (2019)",https://www.imdb.com/title/tt4154796/?ref_=sr_i_76,https://www.imdb.com/title/tt4154796/?ref_=sr_t_76,76. Avengers: Endgame,2019,3h 1m,8.4,( 1.4M ),"After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.",PG-13,78.0,Action_Adventure,images\75.jpg,,True
"https://m.media-amazon.com/images/M/MV5BOGFiNWMzZTUtNDI5OS00MjFlLThkNzctYjg2OGJlM2U1NjIyXkEyXkFqcGc@._V1_QL75_UY266_CR1,0,180,266_.jpg",Fernanda Montenegro and Vinícius de Oliveira in Central Station (1998),https://www.imdb.com/title/tt0140888/?ref_=sr_i_454,https://www.imdb.com/title/tt0140888/?ref_=sr_t_454,454. Central Station,1998,1h 50m,8.0,( 51K ),"The emotive journey of a former schoolteacher who writes letters for illiterate people, and a young boy whose mother has just died, as they search for the father he never knew.",R,80.0,Drama_Crime,images\453.jpg,,True
"https://m.media-amazon.com/images/M/MV5BMzQxNjM5NzkxNV5BMl5BanBnXkFtZTcwMzg5NDMwMg@@._V1_QL75_UX180_CR0,0,180,266_.jpg","Teri Hatcher, Keith David, Dakota Fanning, Dawn French, Ian McShane, Jennifer Saunders, Christopher Murrie-Green, and Harry Selick in Coraline (2009)",https://www.imdb.com/title/tt0327597/?ref_=sr_i_696,https://www.imdb.com/title/tt0327597/?ref_=sr_t_696,696. Coraline,2009,1h 40m,7.8,( 299K ),"Wandering her rambling old house in her boring new town, a young girl discovers a hidden door to a strangely idealized version of her life that seems too good to be true.",PG,80.0,Drama_Crime,images\695.jpg,,True
"https://m.media-amazon.com/images/M/MV5BMThlMDA3NDYtZGM2Zi00NmJhLThlYWItZjViZTkzZWU1ZWRiXkEyXkFqcGc@._V1_QL75_UX180_CR0,1,180,266_.jpg",Vincent Cassel in La haine (1995),https://www.imdb.com/title/tt0113247/?ref_=sr_i_278,https://www.imdb.com/title/tt0113247/?ref_=sr_t_278,278. La haine,1995,1h 38m,8.1,( 226K ),24 hours in the lives of three young men in the French suburbs the day after a violent riot.,Not Rated,,Drama_Crime,images\277.jpg,,True
"https://m.media-amazon.com/images/M/MV5BMWU0ZTk1ODYtOTk4MS00ZTdmLWJjOWYtMmJiYWQ2ZTcwZjJlXkEyXkFqcGc@._V1_QL75_UY266_CR5,0,180,266_.jpg",Nani in Jersey (2019),https://www.imdb.com/title/tt8948790/?ref_=sr_i_69,https://www.imdb.com/title/tt8948790/?ref_=sr_t_69,69. Jersey,2019,2h 37m,8.5,( 28K ),A failed cricketer decides to revive his cricketing career in his late 30's despite everyone being skeptical of his ability to do so.,Not Rated,,Drama_Crime,images\68.jpg,,True
"https://m.media-amazon.com/images/M/MV5BYmFmNmUyMjYtZTFjNS00OWQyLThhZmMtMGZkYTQ3YjY0ZDQ1XkEyXkFqcGc@._V1_QL75_UX180_CR0,2,180,266_.jpg","Sam Rockwell, Taika Waititi, Scarlett Johansson, Stephen Merchant, Alfie Allen, Rebel Wilson, Thomasin McKenzie, and Roman Griffin Davis in Jojo Rabbit (2019)",https://www.imdb.com/title/tt2584384/?ref_=sr_i_515,https://www.imdb.com/title/tt2584384/?ref_=sr_t_515,515. Jojo Rabbit,2019,1h 48m,7.9,( 487K ),"A young German boy in the Hitler Youth, whose hero and imaginary friend is the country's dictator, is shocked to discover that his mother is hiding a Jewish girl in their home.",PG-13,58.0,Action_Adventure,images\514.jpg,,True
"https://m.media-amazon.com/images/M/MV5BMGE3MDZhNmMtMmUxZS00MDJmLTgxYmQtOGU4ODU0Y2JmNDI1XkEyXkFqcGc@._V1_QL75_UX180_CR0,1,180,266_.jpg",John Hurt in The Elephant Man (1980),https://www.imdb.com/title/tt0080678/?ref_=sr_i_189,https://www.imdb.com/title/tt0080678/?ref_=sr_t_189,189. The Elephant Man,1980,2h 4m,8.2,( 282K ),"A Victorian surgeon rescues a heavily-disfigured and mistreated young man working as a sideshow freak, who gradually reveals his capacity for kindness, intelligence and sophistication.",PG,78.0,Action_Adventure,images\188.jpg,,True
"https://m.media-amazon.com/images/M/MV5BM2FjMjBiZjgtZDkyYy00YTRlLTk5N2QtODE2ZWIyYWE0Yzg0XkEyXkFqcGc@._V1_QL75_UX180_CR0,0,180,266_.jpg",Fernanda Torres in I'm Still Here (2024),https://www.imdb.com/title/tt14961016/?ref_=sr_i_272,https://www.imdb.com/title/tt14961016/?ref_=sr_t_272,272. I'm Still Here,2024,2h 17m,8.1,( 147K ),A woman married to a former politician during the military dictatorship in Brazil is forced to reinvent herself and chart a new course for her family after a violent and arbitrary act.,PG-13,85.0,Animation_Family,images\271.jpg,,True
"https://m.media-amazon.com/images/M/MV5BMjI0ODcxNzM1N15BMl5BanBnXkFtZTgwMzIwMTEwNDI@._V1_QL75_UX180_CR0,0,180,266_.jpg","Woody Harrelson, Frances McDormand, and Sam Rockwell in Three Billboards Outside Ebbing, Missouri (2017)",https://www.imdb.com/title/tt5027774/?ref_=sr_i_237,https://www.imdb.com/title/tt5027774/?ref_=sr_t_237,"237. Three Billboards Outside Ebbing, Missouri",2017,1h 55m,8.1,( 606K ),A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.,R,88.0,Horror_Thriller,images\236.jpg,,True
"https://m.media-amazon.com/images/M/MV5BMDIyM2E2NTAtMzlhNy00ZGUxLWI1NjgtZDY5MzhiMDc5NGU3XkEyXkFqcGc@._V1_QL75_UY266_CR3,0,180,266_.jpg","Alfonso Arau, Benjamin Bratt, Alanna Ubach, Gael García Bernal, Dyana Ortelli, Herbert Siguenza, and Anthony Gonzalez in Coco (2017)",https://www.imdb.com/title/tt2380307/?ref_=sr_i_89,https://www.imdb.com/title/tt2380307/?ref_=sr_t_89,89. Coco,2017,1h 45m,8.4,( 704K ),"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",PG,81.0,Animation_Family,images\88.jpg,,True
"https://m.media-amazon.com/images/M/MV5BYzgyNWMzNDItZmJhZi00NzZmLTkyNmMtMjBiNjUyMmNkYjg4XkEyXkFqcGc@._V1_QL75_UY266_CR0,0,180,266_.jpg",Marisa Paredes and Cecilia Roth in All About My Mother (1999),https://www.imdb.com/title/tt0185125/?ref_=sr_i_763,https://www.imdb.com/title/tt0185125/?ref_=sr_t_763,763. All About My Mother,1999,1h 41m,7.8,( 109K ),"A comedy-drama about a bereaved mother, an overwrought actress, her jealous lover, and a pregnant nun.",R,87.0,Romance,images\762.jpg,,True
"https://m.media-amazon.com/images/M/MV5BNDlkZmVkZDAtZGFmMS00OWIzLWJkY2YtNWE5NjNhNjhiZGE3XkEyXkFqcGc@._V1_QL75_UX180_CR0,5,180,266_.jpg",Aleksey Kravchenko in Come and See (1985),https://www.imdb.com/title/tt0091251/?ref_=sr_i_118,https://www.imdb.com/title/tt0091251/?ref_=sr_t_118,118. Come and See,1985,2h 22m,8.3,( 122K ),"After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II.",Not Rated,,Horror_Thriller,images\117.jpg,,True
"https://m.media-amazon.com/images/M/MV5BNmI1ZTc5MWMtMDYyOS00ZDc2LTkzOTAtNjQ4NWIxNjYyNDgzXkEyXkFqcGc@._V1_QL75_UX180_CR0,0,180,266_.jpg","Edward Asner, Bob Peterson, and Jordan Nagai in Up (2009)",https://www.imdb.com/title/tt1049413/?ref_=sr_i_126,https://www.imdb.com/title/tt1049413/?ref_=sr_t_126,126. Up,2009,1h 36m,8.3,( 1.2M ),"78-year-old Carl Fredricksen travels to South America in his house equipped with balloons, inadvertently taking a young stowaway.",PG,88.0,Drama_Crime,images\125.jpg,,True
"https://m.media-amazon.com/images/M/MV5BMTgzNTgzODU0NV5BMl5BanBnXkFtZTcwMjEyMjMzMQ@@._V1_QL75_UY266_CR0,0,180,266_.jpg","Alan Arkin, Toni Collette, Greg Kinnear, Steve Carell, Paul Dano, and Abigail Breslin in Little Miss Sunshine (2006)",https://www.imdb.com/title/tt0449059/?ref_=sr_i_661,https://www.imdb.com/title/tt0449059/?ref_=sr_t_661,661. Little Miss Sunshine,2006,1h 41m,7.8,( 557K ),A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.,R,80.0,Animation_Family,images\660.jpg,,True
"https://m.media-amazon.com/images/M/MV5BZDJlYTM1ZGYtZTM4YS00MzFhLThiZjktYzQ0ZjAzMGYwZTU3XkEyXkFqcGc@._V1_QL75_UX180_CR0,3,180,266_.jpg",Marlon Brando in On the Waterfront (1954),https://www.imdb.com/title/tt0047296/?ref_=sr_i_290,https://www.imdb.com/title/tt0047296/?ref_=sr_t_290,290. On the Waterfront,1954,1h 48m,8.1,( 178K ),"An ex-prize fighter turned New Jersey longshoreman struggles to stand up to his corrupt union bosses, including his older brother, as he starts to connect with the grieving sister of one of the syndicate's victims.",Approved,91.0,Action_Adventure,images\289.jpg,,True
"https://m.media-amazon.com/images/M/MV5BMjQ1NjM3MTUxNV5BMl5BanBnXkFtZTgwMDc5MTY5OTE@._V1_QL75_UX180_CR0,6,180,266_.jpg",Andrew Garfield in Hacksaw Ridge (2016),https://www.imdb.com/title/tt2119532/?ref_=sr_i_239,https://www.imdb.com/title/tt2119532/?ref_=sr_t_239,239. Hacksaw Ridge,2016,2h 19m,8.1,( 678K ),"World War II American Army Medic Desmond T. Doss, serving during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor without firing a shot.",R,71.0,Action_Adventure,images\238.jpg,,True
"https://m.media-amazon.com/images/M/MV5BMDAyY2FhYjctNDc5OS00MDNlLThiMGUtY2UxYWVkNGY2ZjljXkEyXkFqcGc@._V1_QL75_UX180_CR0,2,180,266_.jpg",Tim Robbins in The Shawshank Redemption (1994),https://www.imdb.com/title/tt0111161/?ref_=sr_i_1,https://www.imdb.com/title/tt0111161/?ref_=sr_t_1,1. The Shawshank Redemption,1994,2h 22m,9.3,( 3.2M ),A wrongfully convicted banker forms a close friendship with a hardened convict over a quarter century while retaining his humanity through simple acts of compassion.,R,82.0,Drama_Crime,images\0.jpg,,True
"https://m.media-amazon.com/images/M/MV5BMGU0MWUyZGItMzhmMy00MDkzLTkyNWItOWFkMWE0ZDA4NjA2XkEyXkFqcGc@._V1_QL75_UX180_CR0,4,180,266_.jpg",Paul Newman in Hud (1963),https://www.imdb.com/title/tt0057163/?ref_=sr_i_792,https://www.imdb.com/title/tt0057163/?ref_=sr_t_792,792. Hud,1963,1h 52m,7.8,( 26K ),"Honest, hard-working Texas rancher Homer Bannon has a conflict with his unscrupulous, selfish, arrogant, egotistical son Hud, who sank into alcoholism after accidentally killing his brother in a car crash.",Approved,62.0,Horror_Thriller,images\791.jpg,,True
"https://m.media-amazon.com/images/M/MV5BZWZhYzI1YjktYzJjYy00NjIwLWE0MGItNWM4YWM2ZjFkNGM0XkEyXkFqcGc@._V1_QL75_UX180_CR0,4,180,266_.jpg","Peter Billingsley, Melinda Dillon, Jeff Gillen, and Darren McGavin in A Christmas Story (1983)",https://www.imdb.com/title/tt0085334/?ref_=sr_i_603,https://www.imdb.com/title/tt0085334/?ref_=sr_t_603,603. A Christmas Story,1983,1h 33m,7.9,( 181K ),"In the 1940s, a young boy named Ralphie Parker attempts to convince his parents, teacher, and Santa Claus that a Red Ryder Range 200 Shot BB gun really is the perfect Christmas gift.",PG,77.0,Action_Adventure,images\602.jpg,,True
"https://m.media-amazon.com/images/M/MV5BNTIwOTAyMDgtNTY1Zi00ZWMyLWFjMjAtNjI5YWIyOTE2NDJhXkEyXkFqcGc@._V1_QL75_UY266_CR0,0,180,266_.jpg","Michael Caine, Frank Oz, Dave Goelz, and Steve Whitmire in The Muppet Christmas Carol (1992)",https://www.imdb.com/title/tt0104940/?ref_=sr_i_795,https://www.imdb.com/title/tt0104940/?ref_=sr_t_795,795. The Muppet Christmas Carol,1992,1h 25m,7.8,( 82K ),"The Muppets put their spin on the tale of an elder, Christmas-hating miser who is visited by spirits who foretell his future and share secrets from his past and present, which helps change his view on life.",G,64.0,Sci_Fi,images\794.jpg,,True
"https://m.media-amazon.com/images/M/MV5BZWM2NzYyOGItZTU1Ni00MWY1LTlkZTMtZmI4MzZlYjdjNzc5XkEyXkFqcGc@._V1_QL75_UX180_CR0,4,180,266_.jpg",The Virgin Spring (1960),https://www.imdb.com/title/tt0053976/?ref_=sr_i_466,https://www.imdb.com/title/tt0053976/?ref_=sr_t_466,466. The Virgin Spring,1960,1h 29m,8.0,( 34K ),"In 14th century Sweden, an innocent yet pampered teenage girl and a jealous pregnant servant set out from their farm to deliver candles to church-but only one returns because of events that transpire along the way.",Not Rated,,Drama_Crime,images\465.jpg,,True
"https://m.media-amazon.com/images/M/MV5BMjlkYmYyZWQtNTZkOS00ZjA0LWEwNWUtNzE2ZGNiYjg0MjA2XkEyXkFqcGc@._V1_QL75_UY266_CR1,0,180,266_.jpg",Robert De Niro in Raging Bull (1980),https://www.imdb.com/title/tt0081398/?ref_=sr_i_279,https://www.imdb.com/title/tt0081398/?ref_=sr_t_279,279. Raging Bull,1980,2h 9m,8.1,( 410K ),"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",R,90.0,Drama_Crime,images\278.jpg,,True
"https://m.media-amazon.com/images/M/MV5BZThmOTU4MzktNzg4Yy00NGRhLThlZjQtYjA1MjY2Zjg0N2RiXkEyXkFqcGc@._V1_QL75_UX180_CR0,2,180,266_.jpg","Maureen O'Hara, Natalie Wood, Edmund Gwenn, and John Payne in Miracle on 34th Street (1947)",https://www.imdb.com/title/tt0039628/?ref_=sr_i_625,https://www.imdb.com/title/tt0039628/?ref_=sr_t_625,625. Miracle on 34th Street,1947,1h 36m,7.9,( 61K ),"After a divorced New York mother hires a nice old man to play Santa Claus at Macy's, she is startled by his claim to be the genuine article. When his sanity is questioned, a lawyer defends him in court by arguing that he's not mistaken.",Approved,88.0,Drama_Crime,images\624.jpg,,True
"https://m.media-amazon.com/images/M/MV5BMmMzYjg4NDctYWY0Mi00OGViLWIzMTMtYWNlZGY5ZDJmYjk3XkEyXkFqcGc@._V1_QL75_UX180_CR0,1,180,266_.jpg","Steve Buscemi, Harvey Keitel, Michael Madsen, and Tim Roth in Reservoir Dogs (1992)",https://www.imdb.com/title/tt0105236/?ref_=sr_i_117,https://www.imdb.com/title/tt0105236/?ref_=sr_t_117,117. Reservoir Dogs,1992,1h 39m,8.3,( 1.2M ),"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.",R,81.0,Drama_Crime,images\116.jpg,,True
"https://m.media-amazon.com/images/M/MV5BNjg2M2E1YzYtOThmMC00NjAyLWI5MzgtMDEwOGFiODdlOGUzXkEyXkFqcGc@._V1_QL75_UX180_CR0,3,180,266_.jpg",Ben-Hur (1959),https://www.imdb.com/title/tt0052618/?ref_=sr_i_229,https://www.imdb.com/title/tt0052618/?ref_=sr_t_229,229. Ben-Hur,1959,3h 32m,8.1,( 272K ),"A Jewish prince is betrayed and sent into slavery by a Roman friend in 1st-century Jerusalem, but it's not long before he regains his freedom and comes back for revenge.",G,90.0,Action_Adventure,images\228.jpg,,True
"https://m.media-amazon.com/images/M/MV5BNmMwNjRiYTUtNjM5Yy00ZDk2LWJiZjEtYjRjMzVmYmM1OGQ5XkEyXkFqcGc@._V1_QL75_UX180_CR0,2,180,266_.jpg","Katharine Hepburn, Spencer Tracy, Sidney Poitier, and Katharine Houghton in Guess Who's Coming to Dinner (1967)",https://www.imdb.com/title/tt0061735/?ref_=sr_i_757,https://www.imdb.com/title/tt0061735/?ref_=sr_t_757,757. Guess Who's Coming to Dinner,1967,1h 48m,7.8,( 53K ),A White couple's attitudes are challenged when their daughter introduces them to her Black fiancé.,Approved,63.0,Romance,images\756.jpg,,True
"https://m.media-amazon.com/images/M/MV5BYzI1NzBkNmMtOWRmMS00YmY2LTk5MjQtZjAzMmIwZDQ2M2UwXkEyXkFqcGc@._V1_QL75_UX180_CR0,5,180,266_.jpg",Paul Newman in Cool Hand Luke (1967),https://www.imdb.com/title/tt0061512/?ref_=sr_i_421,https://www.imdb.com/title/tt0061512/?ref_=sr_t_421,421. Cool Hand Luke,1967,2h 7m,8.0,( 197K ),"A laid-back Southern man is sentenced to two years in a rural prison, but refuses to conform.",Approved,92.0,Drama_Crime,images\420.jpg,,True
"https://m.media-amazon.com/images/M/MV5BMmUzNDI1MDYtNmIxNC00NjczLTk0ZDEtYWFkZDcxMWVhYTEwXkEyXkFqcGc@._V1_QL75_UX180_CR0,1,180,266_.jpg","Emilio Echevarría, Gael García Bernal, and Goya Toledo in Amores Perros (2000)",https://www.imdb.com/title/tt0245712/?ref_=sr_i_435,https://www.imdb.com/title/tt0245712/?ref_=sr_t_435,435. Amores Perros,2000,2h 34m,8.0,( 272K ),"An amateur dog fighter, a supermodel, and a derelict assassin, all separately struggling to find love, find their lives transformed by a devastating car wreck in Mexico City.",R,83.0,Romance,images\434.jpg,,True
"https://m.media-amazon.com/images/M/MV5BNmRmZTE0NmUtZjhiZi00MzQ3LTk3ZjctN2Q3ODYzY2U3MDk3XkEyXkFqcGc@._V1_QL75_UX180_CR0,3,180,266_.jpg",Jack Nicholson and Faye Dunaway in Chinatown (1974),https://www.imdb.com/title/tt0071315/?ref_=sr_i_275,https://www.imdb.com/title/tt0071315/?ref_=sr_t_275,275. Chinatown,1974,2h 10m,8.1,( 376K ),"A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder.",R,92.0,Horror_Thriller,images\274.jpg,,True
"https://m.media-amazon.com/images/M/MV5BYzYxN2Y2MzAtOGM4Zi00N2Y2LWEwMGItMzE1NTM4M2VmYTk4XkEyXkFqcGc@._V1_QL75_UX180_CR0,2,180,266_.jpg","James Cagney, Virginia Mayo, Edmond O'Brien, and Raoul Walsh in White Heat (1949)",https://www.imdb.com/title/tt0042041/?ref_=sr_i_319,https://www.imdb.com/title/tt0042041/?ref_=sr_t_319,319. White Heat,1949,1h 54m,8.1,( 38K ),A psychopathic criminal with a mother complex makes a daring break from prison and leads his old gang in a chemical plant payroll heist.,Approved,89.0,Drama_Crime,images\318.jpg,,True
"https://m.media-amazon.com/images/M/MV5BNmYxOTAzZWYtOGI3Yi00ODc3LTk5ZjYtZTY0MzVkZTg3YmRiXkEyXkFqcGc@._V1_QL75_UX180_CR0,2,180,266_.jpg",Danny Elfman and Chris Sarandon in The Nightmare Before Christmas (1993),https://www.imdb.com/title/tt0107688/?ref_=sr_i_552,https://www.imdb.com/title/tt0107688/?ref_=sr_t_552,552. The Nightmare Before Christmas,1993,1h 16m,7.9,( 411K ),"Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion.",PG,82.0,Drama_Crime,images\551.jpg,,True
